disease,signature_type,exp_id,cmap_score,p,q,subset_comparison_id,analysis_id,name,concentration,duration,cell_line,array_platform,vehicle,vendor,vendor_catalog_id,vendor_catalog_name,drug_concept_id,cas_number,DrugBank.ID,valid
Breast_cancer,TAHOE,1161,-0.211245541753395,0.02992,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,9-ING-41,5.0,24,ACH-001039,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,1337,-0.127598688481607,0.38764,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,APTO-253,5.0,24,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,1403,-0.177450874991445,0.11493,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,AT7519,0.5,24,ACH-000681,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,1626,-0.216943362716955,0.02339,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,AZD-7648,5.0,24,ACH-000916,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,1762,-0.164597983415599,0.17225,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,AZD-8055,5.0,24,ACH-000389,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,1933,-0.184853045824761,0.08769,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,AZD1390,5.0,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2092,-0.201523771066426,0.04541,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,AZD2858,5.0,24,ACH-000493,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2135,-0.216875061020167,0.02343,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Abemaciclib,0.0500000007450581,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2309,-0.161455790826392,0.18793,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Abiraterone acetate,0.5,24,ACH-000138,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2435,-0.213102442039649,0.02767,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Acetazolamide,0.0500000007450581,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2585,-0.194782505254025,0.05984,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Acetohexamide,0.0500000007450581,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2842,-0.194261003005463,0.06105,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Adagrasib,5.0,24,ACH-000493,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2974,-0.177048755238927,0.1165,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Adenine,5.0,24,ACH-000950,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3031,-0.225385502765912,0.0158,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Adenosine,0.0500000007450581,24,ACH-000875,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3283,-0.147368011492425,0.26995,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Afatinib,5.0,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3331,-0.228466549373744,0.01338,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Aliskiren,0.0500000007450581,24,ACH-000875,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3453,-0.19877297252004,0.05084,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Allantoin,0.0500000007450581,24,ACH-000681,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3645,-0.154768656821576,0.22591,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Allopurinol,0.0500000007450581,24,ACH-000669,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3809,-0.166477561815316,0.16298,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Almonertinib (hydrochloride),0.5,24,ACH-000138,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3988,-0.175304726534034,0.12393,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Almonertinib (mesylate),0.5,24,ACH-000348,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,4135,-0.21761604714632,0.02282,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Alpelisib,0.5,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,4282,-0.198044379149371,0.05237,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Altretamine,0.5,24,ACH-000463,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,4481,-0.211017895642179,0.03017,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Amsacrine,5.0,24,ACH-000875,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,4626,-0.19163392756491,0.06739,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Anastrozole,5.0,24,ACH-000916,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,4789,-0.189693234637513,0.07306,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Anethole trithione,5.0,24,ACH-000790,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,4859,-0.183252272969752,0.09265,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Apalutamide,0.5,24,ACH-000138,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,5096,-0.17501488074269,0.12504,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Aprepitant,5.0,24,ACH-000236,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,5208,-0.237558381201662,0.00844,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Arbutin,5.0,24,ACH-000580,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,5334,-0.157775425530737,0.20836,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Artemether,0.5,24,ACH-000853,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,5431,-0.207245371022743,0.0357,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Artesunate,0.0500000007450581,24,ACH-000875,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,5664,-0.197770794917888,0.05288,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Asciminib,5.0,24,ACH-000954,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,5835,-0.204234639148123,0.04046,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Aspirin,5.0,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,5888,-0.218883316482541,0.02176,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Ataluren,0.0500000007450581,24,ACH-000348,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,6142,-0.157381672460856,0.21073,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Atazanavir (sulfate),5.0,24,ACH-000493,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,6166,-0.176569149310938,0.11875,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Auranofin,0.0500000007450581,24,ACH-000148,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,6403,-0.166864945512137,0.1613,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Azithromycin (hydrate),5.0,24,ACH-000681,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,6535,-0.205390672495078,0.03866,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,BAY1125976,0.5,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,6697,-0.204464534198469,0.04007,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,BI-3406,0.5,24,ACH-000958,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,6785,-0.222650163710187,0.0182,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,BI-78D3,0.0500000007450581,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,6902,-0.178141519480153,0.11213,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Baicalin,0.0500000007450581,24,ACH-000555,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,7052,-0.156438596349962,0.21605,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Balsalazide (sodium hydrate),0.0500000007450581,24,ACH-000555,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,7293,-0.151573464757771,0.24491,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Belinostat,0.5,24,ACH-000437,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,7383,-0.203231439300913,0.04219,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Belumosudil,0.0500000007450581,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,7576,-0.243903645005053,0.00597,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Belumosudil (mesylate),0.5,24,ACH-000916,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,7735,-0.190128380768859,0.07172,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Belzutifan,0.5,24,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,7931,-0.208136438450405,0.03434,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bendamustine,5.0,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8030,-0.158059829832999,0.20663,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Benproperine (phosphate),0.5,24,ACH-000463,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8191,-0.210196844137635,0.03135,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bentamapimod,0.5,24,ACH-000437,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8355,-0.213483362002327,0.02718,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Benztropine (mesylate),5.0,24,ACH-001333,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8489,-0.19898882349596,0.05032,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Berbamine,0.5,24,ACH-000932,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8549,-0.162132422694369,0.18436,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Berbamine (dihydrochloride),0.0500000007450581,24,ACH-000757,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8789,-0.207043469760167,0.03603,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Berberine (chloride hydrate),0.5,24,ACH-000932,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8883,-0.170615546906768,0.14403,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bergenin,0.0500000007450581,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,9044,-0.186077899854458,0.08401,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bestatin,0.0500000007450581,24,ACH-000236,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,9201,-0.164466963052729,0.17284,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bestatin (hydrochloride),0.5,24,ACH-000681,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,9385,-0.20172279431599,0.04497,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Betamethasone dipropionate,0.5,24,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,9481,-0.180890823976069,0.10153,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bexarotene,0.0500000007450581,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,9731,-0.190055015027317,0.07195,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bicalutamide,5.0,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,9835,-0.196047588558505,0.05673,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bimatoprost,0.5,24,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,9971,-0.205451519666359,0.03857,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bimiralisib,0.5,24,ACH-000957,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,10139,-0.202660712021048,0.04311,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Binimetinib,0.5,24,ACH-000932,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,10285,-0.206996179131053,0.03612,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bisoprolol (hemifumarate),0.5,24,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,10432,-0.161725836517286,0.1864,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bortezomib,0.5,24,ACH-000853,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,10635,-0.220980758894602,0.01982,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bosentan (hydrate),5.0,24,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,10765,-0.172165254689368,0.13721,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Brimonidine,5.0,24,ACH-000552,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,10831,-0.196565473632243,0.05551,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Brivudine,0.0500000007450581,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11049,-0.205720464477959,0.03808,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Budesonide,5.0,24,ACH-000757,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11238,-0.166986089415052,0.16082,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Busulfan,5.0,24,ACH-001190,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11341,-0.202350264060053,0.04368,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,CP21R7,0.5,24,ACH-000437,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11435,-0.192478632247434,0.06563,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Cabozantinib (S-malate),0.0500000007450581,24,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11552,-0.186084033324811,0.08396,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Canagliflozin,0.0500000007450581,24,ACH-000940,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11749,-0.126329940821762,0.39442,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Canagliflozin (hemihydrate),0.5,24,ACH-000757,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11919,-0.164444284939267,0.17293,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Capivasertib,0.5,24,ACH-000793,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12074,-0.182957583309512,0.09368,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Capmatinib,0.5,24,ACH-000916,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12241,-0.210051795427186,0.03158,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Captopril,0.5,24,ACH-000437,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12386,-0.186446159705251,0.08288,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Carbamazepine,0.5,24,ACH-000348,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12536,-0.152043021230489,0.24198,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Carbidopa (monohydrate),0.5,24,ACH-000348,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12633,-0.16424581212935,0.17389,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Celecoxib,0.0500000007450581,24,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12781,-0.175194009530721,0.12441,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Cepharanthine,0.0500000007450581,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12929,-0.20310760610715,0.04236,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Chlorhexidine (diacetate),0.0500000007450581,24,ACH-000875,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,13081,-0.232758468844235,0.01068,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Ciclopirox,0.0500000007450581,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,13246,-0.149463157784815,0.25735,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Cilostazol,0.0500000007450581,24,ACH-000842,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,13481,-0.162601334366356,0.18181,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Cinacalcet,5.0,24,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Cardiomyopathy,CMAP,192,0.262722142267155,0.00176,0.76384,filefb076e9fd31_logFC_0,CMAP,iloprost,1e-06,6,SKMEL5,HG-U133A,DMSO,Cayman Chemical,18215,iloprost,C0079594,,DB01088,
Cardiomyopathy,TAHOE,,,,,,,,,,,,,,,,,,,
Chronic_granulomatous_disease,CMAP,212,-0.107631258529004,0.44145,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,15-delta prostaglandin J2,1e-05,6,SKMEL5,HG-U133A,DMSO,Calbiochem,538927,15d-PGJ2,,,,
Chronic_granulomatous_disease,CMAP,82,0.165575372425944,0.10955,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,2-deoxy-D-glucose,0.01,6,MCF7,HG-U133A,medium,Sigma-Aldrich,D3179,2-deoxy-D-glucose,,,DB08831,
Chronic_granulomatous_disease,CMAP,222,0.151942134659465,0.17508,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,3-aminobenzamide,0.01,6,MCF7,HG-U133A,DMSO,Calbiochem,165350,3-aminobenzamide,,,,
Chronic_granulomatous_disease,CMAP,244,0.17284683783625,0.08322,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,"4,5-dianilinophthalimide",1e-05,6,MCF7,HG-U133A,DMSO,Sigma-Aldrich,D-210,DAPH,,,,
Chronic_granulomatous_disease,CMAP,314,0.109503131997176,0.43309,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5109870,2.5e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5109870,5109870,,,,
Chronic_granulomatous_disease,CMAP,312,-0.0913652248563577,0.48884,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5114445,1e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5114445,5114445,,,,
Chronic_granulomatous_disease,CMAP,306,0.115350072684336,0.40193,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5149715,1e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5149715,5149715,,,,
Chronic_granulomatous_disease,CMAP,313,-0.110092854918243,0.43022,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5151277,1.4e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5151277,5151277,,,,
Chronic_granulomatous_disease,CMAP,307,0.106097411430523,0.44732,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5162773,7e-06,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5162773,5162773,,,,
Chronic_granulomatous_disease,CMAP,295,0.112218864241863,0.4189,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5182598,2.5e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5182598,5182598,,,,
Chronic_granulomatous_disease,CMAP,303,-0.117363874020548,0.39063,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5186223,1.2e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5186223,5186223,,,,
Chronic_granulomatous_disease,CMAP,278,-0.123890216680842,0.35128,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5211181,1.2e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5211181,5211181,,,,
Chronic_granulomatous_disease,CMAP,310,-0.0943698087934958,0.48373,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5213008,1.8e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5213008,5213008,,,,
Chronic_granulomatous_disease,CMAP,342,0.125789591955831,0.33865,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5224221,1.2e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5224221,5224221,,,,
Chronic_granulomatous_disease,CMAP,290,-0.0957543120009036,0.48076,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5230742,1.7e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5230742,5230742,,,,
Chronic_granulomatous_disease,CMAP,282,0.0968788715776275,0.47793,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5248896,1.1e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5248896,5248896,,,,
Chronic_granulomatous_disease,CMAP,346,-0.112559170245095,0.41717,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5253409,1.7e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5253409,5253409,,,,
Chronic_granulomatous_disease,CMAP,277,-0.107499134047054,0.44187,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5255229,1.3e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5255229,5255229,,,,
Chronic_granulomatous_disease,CMAP,286,-0.103187050422601,0.45876,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,5279552,2.2e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Chembridge,5279552,5279552,,,,
Chronic_granulomatous_disease,CMAP,412,-0.119286788195104,0.37942,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,LY-294002,1e-07,6,MCF7,HT_HG-U133A_EA,DMSO,Calbiochem,440202,LY 294002,,,,
Chronic_granulomatous_disease,CMAP,46,-0.117008668640302,0.39243,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,MK-886,1e-06,6,MCF7,HG-U133A,ethanol,Calbiochem,475889,MK-886,,,,
Chronic_granulomatous_disease,CMAP,65,0.152092863644334,0.17422,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,N-phenylanthranilic acid,1e-05,6,MCF7,HG-U133A,DMSO,Sigma-Aldrich,144509,N-phenylanthranilic acid,,,,
Chronic_granulomatous_disease,CMAP,209,-0.10513010616944,0.45122,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,SC-58125,1e-05,6,HL60,HG-U133A,DMSO,Cayman Chemical,70655,SC-58125,,,,
Chronic_granulomatous_disease,CMAP,163,0.163120085908442,0.11943,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,TTNPB,1e-07,6,PC3,HG-U133A,DMSO,Sigma-Aldrich,T3757,TTNPB,EXPT03128,,DB02877,
Chronic_granulomatous_disease,CMAP,259,0.157480772705046,0.1459,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,U0125,1e-06,6,PC3,HG-U133A,DMSO,Calbiochem,662008,U0125,,,,
Chronic_granulomatous_disease,CMAP,255,-0.161934384059331,0.12474,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,W-13,1e-05,6,MCF7,HG-U133A,medium,Calbiochem,681636,"W-13, hydrochloride",,,,
Chronic_granulomatous_disease,CMAP,276,0.129162737809639,0.31642,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,Y-27632,3e-06,6,MCF7,HT_HG-U133A_EA,DMSO,EMD,688000,Y-27632,,,,
Chronic_granulomatous_disease,CMAP,63,0.0948465407644108,0.48284,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,acetylsalicylic acid,0.0001,6,MCF7,HG-U133A,DMSO,Sigma-Aldrich,A2093,"aspirin, USP",EXPT00475,,DB00945,
Chronic_granulomatous_disease,CMAP,367,0.118156064950988,0.38629,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,alpha-estradiol,1e-08,6,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,E8750,alpha-estradiol,,,,
Chronic_granulomatous_disease,CMAP,410,0.11109715757361,0.42454,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,alvespimycin,1e-07,6,MCF7,HT_HG-U133A_EA,DMSO,Calbiochem,100069,17-DMAG,,,,
Chronic_granulomatous_disease,CMAP,232,0.137477777131914,0.26168,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,arachidonic acid,1e-05,6,MCF7,HG-U133A,ethanol,Sigma-Aldrich,A8798,arachidonic acid sodium salt,EXPT00409,,DB04557,
Chronic_granulomatous_disease,CMAP,69,-0.0918637201135426,0.48817,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,arachidonyltrifluoromethane,1e-05,6,MCF7,HG-U133A,DMSO,Sigma-Aldrich,A231,arachidonyl trifluoromethyl ketone,,,,
Chronic_granulomatous_disease,CMAP,248,0.102862303639677,0.45989,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,benserazide,1e-05,6,SKMEL5,HG-U133A,DMSO,Sigma-Aldrich,B7283,benserazide hydrochloride,C0005014,,,
Chronic_granulomatous_disease,CMAP,281,0.0963368728327995,0.4794,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,blebbistatin,1.7e-05,6,MCF7,HT_HG-U133A_EA,DMSO,Tocris,1760,(+/-)-blebbistatin,,,,
Chronic_granulomatous_disease,CMAP,285,0.132449913584768,0.29501,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,bucladesine,2e-06,6,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,D0627,"N6,2-O-dibutyryladenosine 3,5-cyclic monophosphate sodium salt",,,,
Chronic_granulomatous_disease,CMAP,219,-0.163902923608276,0.11633,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,butein,1e-05,6,PC3,HG-U133A,DMSO,VWR,80050-502,butein,,,,
Chronic_granulomatous_disease,CMAP,262,0.151621764388189,0.17665,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,butirosin,1e-05,6,PC3,HG-U133A,DMSO,Sigma-Aldrich,B9525,butirosin A from Bacillus vitellinus,,,,
Chronic_granulomatous_disease,CMAP,316,-0.109510588418778,0.43305,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,calmidazolium,5e-06,6,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,21265,calmidazolium chloride,,,,
Chronic_granulomatous_disease,CMAP,279,-0.158701444325024,0.13995,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,carbamazepine,1e-07,6,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,C4024,carbamazepine,C0006949,,DB00564,
